126220,00:12:00,2018-10-30
126506,15:07:19,2018-10-2
126534,00:52:31,2018-10-16
126556,00:16:42,2018-10-18
126795,00:06:00,2018-10-16
126890,19:18:30,2018-10-24
126940,23:36:00,2018-10-2
127208,20:13:32,2018-10-6
127269,00:30:00,2018-10-12
127840,11:19:19,2018-10-13
127976,16:44:20,2018-10-6
128214,18:03:00,2018-10-3
128222,15:01:06,2018-10-22
128320,22:22:10,2018-10-19
128365,17:04:13,2018-10-5
128413,17:33:26,2018-10-20
128550,00:06:36,2018-10-25
128568,00:49:47,2018-10-9
128722,18:19:37,2018-10-10
129337,15:34:39,2018-10-23
129421,19:54:41,2018-10-16
129582,18:49:13,2018-10-24
129626,17:13:58,2018-10-12
129633,18:41:38,2018-10-22
130238,19:25:59,2018-10-29
130665,16:42:28,2018-10-8
130742,16:21:33,2018-10-30
131100,01:24:30,2018-10-24
131333,00:18:57,2018-10-17
131374,18:09:32,2018-10-27
131697,20:58:16,2018-10-13
131863,16:53:31,2018-10-27
131997,01:18:46,2018-10-23
132147,12:59:18,2018-10-16
132465,22:46:18,2018-10-10
132520,11:25:52,2018-10-9
132588,17:53:12,2018-10-23
132841,19:44:01,2018-10-12
133163,16:33:49,2018-10-3
133201,07:49:11,2018-10-16
133331,18:36:26,2018-10-6
133349,21:27:42,2018-10-13
133371,17:57:46,2018-10-15
133524,21:26:19,2018-10-5
134064,19:11:52,2018-10-23
134068,19:59:18,2018-10-22
134461,12:31:47,2018-10-27
134719,00:15:27,2018-10-6
134976,21:45:49,2018-10-29
135093,00:03:53,2018-10-23
135235,12:27:22,2018-10-5
135275,02:43:18,2018-10-3
135330,19:54:48,2018-10-11
135474,17:05:31,2018-10-3
135479,23:12:00,2018-10-15
135603,10:54:41,2018-10-13
135791,17:48:41,2018-10-30
135808,13:32:33,2018-10-8
135855,16:31:04,2018-10-15
136192,18:48:16,2018-10-4
136339,18:05:14,2018-10-24
136535,20:44:13,2018-10-8
136651,11:47:53,2018-10-8
136658,22:06:47,2018-10-22
137026,23:29:06,2018-10-27
137037,17:28:48,2018-10-13
137051,18:58:17,2018-10-27
137726,01:40:33,2018-10-16
137973,16:34:35,2018-10-20
138102,22:29:13,2018-10-2
138197,01:06:00,2018-10-13
138263,18:01:21,2018-10-29
138309,00:19:49,2018-10-23
138600,17:42:58,2018-10-20
138714,14:58:23,2018-10-16
139210,22:34:07,2018-10-17
139231,11:01:42,2018-10-24
139315,23:23:42,2018-10-31
139415,02:50:34,2018-10-12
139626,23:00:55,2018-10-1
140141,01:06:00,2018-10-27
140401,17:38:48,2018-10-15
140402,00:41:12,2018-10-11
140706,01:04:21,2018-10-8
140828,18:43:28,2018-10-3
140870,23:36:28,2018-10-31
140973,16:08:02,2018-10-6
141179,21:40:19,2018-10-9
141191,11:46:03,2018-10-13
141286,23:05:33,2018-10-24
141434,15:59:51,2018-10-2
141849,20:52:17,2018-10-3
142142,00:02:08,2018-10-11
142385,11:40:40,2018-10-22
142424,02:09:47,2018-10-8
142446,21:52:22,2018-10-9
142577,23:24:57,2018-10-18
142847,14:32:30,2018-10-23
143096,22:49:56,2018-10-6
143352,00:22:17,2018-10-16
143376,22:17:15,2018-10-20
143436,21:58:26,2018-10-18
143644,17:40:03,2018-10-22
143683,22:47:42,2018-10-2
143950,11:17:18,2018-10-26
144005,20:54:26,2018-10-25
144193,19:26:13,2018-10-18
144342,17:43:30,2018-10-24
144520,11:22:20,2018-10-23
144682,19:46:32,2018-10-31
145272,17:24:09,2018-10-20
145300,16:13:22,2018-10-5
145578,21:12:41,2018-10-11
145664,11:22:49,2018-10-29
145744,00:42:00,2018-10-18
145795,23:51:34,2018-10-5
145930,20:14:00,2018-10-3
146028,19:14:25,2018-10-9
146072,22:02:08,2018-10-2
146210,03:21:21,2018-10-12
146405,16:16:03,2018-10-18
146440,16:25:31,2018-10-11
146441,18:49:04,2018-10-27
146692,10:23:06,2018-10-3
147059,17:30:37,2018-10-29
147101,17:04:04,2018-10-16
147319,00:55:28,2018-10-20
147354,20:26:56,2018-10-1
147576,17:23:51,2018-10-31
147581,11:49:57,2018-10-12
147589,14:53:44,2018-10-17
147660,14:00:42,2018-10-22
148036,00:30:00,2018-10-31
148353,21:35:07,2018-10-6
148820,16:48:50,2018-10-5
149196,22:42:00,2018-10-29
149451,21:42:18,2018-10-31
149512,11:12:56,2018-10-22
149614,01:00:00,2018-10-3
149740,23:16:49,2018-10-16
149862,21:05:25,2018-10-11
149870,14:03:24,2018-10-22
149905,08:52:15,2018-10-23
150060,17:02:43,2018-10-5
150361,21:42:35,2018-10-18
150632,18:37:56,2018-10-24
151083,15:42:01,2018-10-10
151200,00:41:52,2018-10-1
151477,22:49:18,2018-10-17
151521,23:49:33,2018-10-2
151716,16:33:46,2018-10-24
152057,23:01:11,2018-10-30
152122,16:08:09,2018-10-12
152309,16:17:49,2018-10-17
152675,21:08:04,2018-10-17
152984,19:51:07,2018-10-24
152992,23:57:47,2018-10-20
153004,22:49:16,2018-10-1
153130,13:05:54,2018-10-23
153481,23:34:14,2018-10-20
153694,23:57:11,2018-10-10
153908,20:21:09,2018-10-30
154202,17:55:00,2018-10-24
154312,19:39:46,2018-10-3
154600,21:21:30,2018-10-29
155252,16:49:39,2018-10-22
155304,23:17:00,2018-10-8
155322,02:49:52,2018-10-9
155423,17:15:54,2018-10-24
155619,00:07:48,2018-10-20
155746,13:30:37,2018-10-9
156055,20:51:24,2018-10-29
156325,19:04:21,2018-10-31
156361,22:41:13,2018-10-17
156582,18:41:59,2018-10-9
156969,16:05:49,2018-10-30
157296,16:27:11,2018-10-18
157341,21:27:16,2018-10-16
157458,15:49:18,2018-10-2
157798,23:11:20,2018-10-12
158182,21:47:26,2018-10-2
158232,17:45:49,2018-10-23
158619,17:14:27,2018-10-12
158843,22:16:24,2018-10-9
158906,19:54:19,2018-10-10
159121,16:16:33,2018-10-2
159228,19:21:25,2018-10-15
159290,11:56:03,2018-10-11
159403,01:11:10,2018-10-6
159738,07:32:26,2018-10-8
159775,22:50:58,2018-10-30
160498,16:25:51,2018-10-6
160728,22:49:33,2018-10-5
160944,12:53:30,2018-10-29
161362,00:25:26,2018-10-10
162234,21:19:26,2018-10-24
162575,21:27:47,2018-10-12
162833,16:26:09,2018-10-25
163067,17:42:34,2018-10-24
163093,21:56:52,2018-10-24
163418,21:02:16,2018-10-17
163478,21:26:48,2018-10-5
163823,16:24:09,2018-10-3
163835,00:06:00,2018-10-27
163861,15:17:30,2018-10-1
164366,16:29:53,2018-10-2
164667,23:10:52,2018-10-29
164764,19:24:28,2018-10-17
164809,11:03:36,2018-10-9
165034,21:51:36,2018-10-23
165147,21:39:22,2018-10-3
165515,12:04:56,2018-10-25
165666,23:39:20,2018-10-9
165737,20:05:19,2018-10-13
165756,22:14:00,2018-10-31
165824,20:16:36,2018-10-15
165829,22:20:44,2018-10-20
166111,22:32:25,2018-10-2
166137,22:28:09,2018-10-2
166511,17:10:49,2018-10-29
166840,23:04:48,2018-10-2
167504,17:49:36,2018-10-22
167580,16:12:29,2018-10-16
168056,17:30:28,2018-10-10
168116,19:05:32,2018-10-23
168144,21:14:18,2018-10-8
168220,23:24:19,2018-10-18
168594,17:34:06,2018-10-22
168899,00:39:25,2018-10-15
168939,00:30:00,2018-10-8
169033,20:01:12,2018-10-2
169406,00:10:57,2018-10-19
170622,19:01:26,2018-10-18
170746,17:22:04,2018-10-1
171287,21:29:36,2018-10-1
171324,20:29:18,2018-10-5
171341,23:52:22,2018-10-29
171403,11:26:13,2018-10-30
171754,17:54:58,2018-10-27
171947,20:57:15,2018-10-3
172133,19:50:28,2018-10-9
172194,11:48:33,2018-10-12
172575,12:15:49,2018-10-16
172597,19:39:17,2018-10-17
172599,22:32:26,2018-10-8
172617,00:32:16,2018-10-8
173003,21:54:25,2018-10-12
173069,19:21:34,2018-10-9
173118,00:07:49,2018-10-20
173218,12:35:54,2018-10-13
173338,20:32:58,2018-10-11
173387,01:17:45,2018-10-12
173576,20:20:30,2018-10-17
173620,23:50:19,2018-10-8
173644,12:09:38,2018-10-3
173850,20:59:02,2018-10-26
174001,18:46:05,2018-10-9
174012,16:52:50,2018-10-23
174049,00:52:24,2018-10-26
174352,00:03:12,2018-10-27
175288,16:21:07,2018-10-8
175301,20:18:45,2018-10-4
175494,15:55:49,2018-10-3
175718,20:21:13,2018-10-22
175749,22:46:46,2018-10-29
176020,17:45:00,2018-10-29
176065,20:36:33,2018-10-12
176163,23:37:01,2018-10-31
176233,17:52:33,2018-10-25
176249,19:05:33,2018-10-12
176355,18:47:52,2018-10-25
176780,00:53:59,2018-10-31
176904,18:31:45,2018-10-27
177220,15:57:09,2018-10-3
177385,23:46:12,2018-10-13
177445,13:41:07,2018-10-23
177509,18:22:40,2018-10-3
177521,08:50:57,2018-10-31
177729,22:44:55,2018-10-12
177792,11:03:15,2018-10-22
177921,21:46:30,2018-10-17
178643,17:44:06,2018-10-25
178913,23:14:37,2018-10-16
179282,21:55:44,2018-10-17
179352,18:57:42,2018-10-31
179822,11:26:30,2018-10-25
179899,01:28:10,2018-10-17
179941,16:07:26,2018-10-16
179992,01:00:00,2018-10-23
180135,22:20:44,2018-10-20
180373,22:29:21,2018-10-6
180552,15:21:22,2018-10-19
180575,11:35:20,2018-10-9
180797,23:20:25,2018-10-24
180837,16:41:08,2018-10-22
180857,02:06:30,2018-10-24
180863,01:55:51,2018-10-22
181195,21:48:22,2018-10-23
181628,20:05:21,2018-10-11
182137,16:56:03,2018-10-2
182258,11:06:37,2018-10-22
182335,16:38:54,2018-10-30
182361,07:50:39,2018-10-17
182419,17:39:18,2018-10-26
182435,20:36:51,2018-10-26
182488,22:50:51,2018-10-30
182897,21:50:36,2018-10-3
183071,16:28:09,2018-10-16
183295,21:23:45,2018-10-4
183340,17:40:44,2018-10-17
183402,00:43:39,2018-10-10
183471,11:54:08,2018-10-22
183796,12:12:34,2018-10-17
184266,00:06:00,2018-10-27
184295,22:54:46,2018-10-30
184346,20:40:32,2018-10-30
184526,22:42:03,2018-10-29
184877,16:01:19,2018-10-6
184928,22:16:42,2018-10-16
184931,23:17:20,2018-10-3
185023,07:12:24,2018-10-16
185089,11:21:48,2018-10-24
185209,16:11:16,2018-10-16
185400,10:18:25,2018-10-10
185454,20:22:04,2018-10-30
185482,20:02:13,2018-10-17
185527,23:24:59,2018-10-16
185871,16:21:28,2018-10-29
186049,17:58:01,2018-10-16
186075,22:41:44,2018-10-24
186325,20:09:09,2018-10-17
186465,19:42:33,2018-10-11
186536,16:47:05,2018-10-4
187036,17:59:15,2018-10-2
187422,00:42:54,2018-10-17
187689,22:50:40,2018-10-12
187873,16:01:03,2018-10-4
187968,23:23:48,2018-10-12
188675,00:52:39,2018-10-16
189093,22:31:14,2018-10-10
189459,18:57:42,2018-10-12
189501,16:27:17,2018-10-23
189614,11:38:19,2018-10-6
189724,11:31:23,2018-10-26
189737,21:42:46,2018-10-4
189810,03:00:00,2018-10-1
189912,22:25:14,2018-10-11
189932,23:27:21,2018-10-10
190034,23:26:49,2018-10-12
190514,22:11:20,2018-10-18
190592,20:48:09,2018-10-10
190784,23:58:30,2018-10-4
190991,16:07:50,2018-10-23
191441,17:45:56,2018-10-20
191618,17:58:55,2018-10-22
191830,16:24:44,2018-10-3
191968,22:06:44,2018-10-10
191991,22:45:47,2018-10-30
192002,22:22:04,2018-10-12
192256,17:04:10,2018-10-10
192317,17:37:21,2018-10-23
192365,15:08:28,2018-10-27
192637,18:59:05,2018-10-24
192723,23:37:42,2018-10-20
192767,20:01:16,2018-10-16
193652,22:47:59,2018-10-10
193742,22:50:40,2018-10-30
193880,02:38:01,2018-10-30
193970,19:51:03,2018-10-4
193971,19:49:21,2018-10-29
194692,21:39:13,2018-10-1
194776,21:33:21,2018-10-26
195325,18:59:36,2018-10-15
195414,18:35:53,2018-10-31
195686,17:29:40,2018-10-29
196036,16:22:39,2018-10-1
196071,19:38:36,2018-10-3
196507,00:17:17,2018-10-18
196534,22:23:42,2018-10-22
196578,16:34:50,2018-10-10
197027,12:21:40,2018-10-25
197202,23:01:18,2018-10-17
197304,22:43:34,2018-10-24
197993,02:03:26,2018-10-26
198269,01:00:00,2018-10-10
198418,22:27:23,2018-10-3
198587,22:42:56,2018-10-13
198758,15:10:34,2018-10-17
198807,16:29:49,2018-10-29
198834,17:02:20,2018-10-5
199008,16:28:46,2018-10-8
199132,20:29:43,2018-10-20
199394,17:35:24,2018-10-3
199695,13:31:44,2018-10-18
200276,23:32:07,2018-10-17
200351,00:29:24,2018-10-30
200528,12:58:14,2018-10-10
200650,23:15:32,2018-10-6
200715,22:14:54,2018-10-23
201225,00:19:22,2018-10-3
201324,23:12:00,2018-10-29
201735,01:00:00,2018-10-23
201812,17:37:12,2018-10-29
201849,18:01:40,2018-10-20
201911,00:06:41,2018-10-9
202080,23:41:54,2018-10-8
202315,18:00:50,2018-10-4
202401,18:59:23,2018-10-29
202586,23:00:12,2018-10-16
202875,18:27:03,2018-10-12
203171,22:50:36,2018-10-17
203377,19:55:21,2018-10-31
203569,23:49:08,2018-10-12
203746,17:22:39,2018-10-20
203828,11:40:40,2018-10-8
203873,20:07:12,2018-10-31
203947,21:11:51,2018-10-29
204206,17:48:07,2018-10-18
204249,18:35:09,2018-10-24
204518,21:36:00,2018-10-27
204868,21:54:39,2018-10-16
204952,18:45:14,2018-10-5
205025,16:47:08,2018-10-9
205153,21:53:51,2018-10-5
205451,15:55:15,2018-10-9
205567,17:04:00,2018-10-2
205866,17:24:24,2018-10-27
206267,17:50:08,2018-10-5
206348,17:58:10,2018-10-1
206383,18:56:20,2018-10-10
206511,18:52:29,2018-10-31
206536,22:50:14,2018-10-30
207011,23:33:21,2018-10-12
207244,01:52:45,2018-10-1
207254,22:21:48,2018-10-23
207407,18:39:53,2018-10-15
207474,22:15:23,2018-10-8
207721,20:52:08,2018-10-10
207945,16:54:12,2018-10-23
208278,21:04:12,2018-10-15
208282,20:25:54,2018-10-17
208374,13:47:12,2018-10-31
208590,22:34:51,2018-10-10
208726,20:32:14,2018-10-4
208781,16:37:35,2018-10-15
209735,21:18:15,2018-10-13
209980,17:42:32,2018-10-18
210070,21:40:28,2018-10-6
210221,17:31:13,2018-10-5
210256,17:08:54,2018-10-16
210372,11:50:35,2018-10-20
210553,22:50:55,2018-10-13
210933,23:15:19,2018-10-15
210948,14:59:31,2018-10-25
211027,21:57:39,2018-10-15
211254,11:39:40,2018-10-4
211377,00:49:13,2018-10-15
211902,18:47:39,2018-10-17
211977,18:46:34,2018-10-2
212061,11:07:25,2018-10-19
212075,17:47:39,2018-10-12
212385,18:47:51,2018-10-9
212577,17:48:44,2018-10-9
212685,18:42:11,2018-10-4
212841,12:39:31,2018-10-3
213036,17:34:50,2018-10-2
213355,18:32:38,2018-10-25
213625,19:46:07,2018-10-13
213658,11:12:13,2018-10-31
213660,16:52:07,2018-10-12
213687,17:31:32,2018-10-16
213829,22:58:14,2018-10-4
214546,17:26:42,2018-10-2
214734,22:59:38,2018-10-29
215517,18:45:28,2018-10-5
215612,18:49:28,2018-10-13
215775,19:34:10,2018-10-17
216015,21:29:31,2018-10-13
216080,17:29:27,2018-10-29
216083,23:55:06,2018-10-11
216212,21:52:36,2018-10-17
216413,22:53:13,2018-10-18
216621,20:03:26,2018-10-17
216671,17:15:35,2018-10-3
216698,21:36:46,2018-10-31
216768,11:55:56,2018-10-26
216780,12:42:01,2018-10-29
216782,21:15:07,2018-10-27
216905,17:46:19,2018-10-26
216961,22:46:08,2018-10-24
216984,15:46:58,2018-10-2
217078,17:44:47,2018-10-25
217552,15:32:09,2018-10-3
218030,18:41:20,2018-10-3
218075,21:36:53,2018-10-24
218224,16:52:13,2018-10-18
218628,17:40:48,2018-10-8
218653,12:34:07,2018-10-29
218779,21:53:59,2018-10-31
219196,23:02:35,2018-10-4
219234,20:18:05,2018-10-9
219390,16:56:38,2018-10-29
219699,16:47:18,2018-10-31
219779,20:29:27,2018-10-13
219973,17:36:24,2018-10-9
220018,21:17:34,2018-10-8
220076,23:53:39,2018-10-1
220087,00:14:25,2018-10-26
220152,20:40:34,2018-10-4
220334,01:09:43,2018-10-4
220821,23:37:06,2018-10-22
220916,23:34:45,2018-10-3
220932,16:44:17,2018-10-17
220964,23:08:07,2018-10-10
221186,01:25:57,2018-10-30
221524,17:04:13,2018-10-5
221612,21:29:27,2018-10-20
221794,23:35:33,2018-10-18
221909,17:00:40,2018-10-27
222182,23:13:26,2018-10-4
222201,17:33:36,2018-10-10
222207,22:47:59,2018-10-23
222293,23:17:59,2018-10-17
222321,23:28:18,2018-10-17
222542,20:34:25,2018-10-8
222691,00:54:30,2018-10-8
222843,00:42:06,2018-10-27
222867,19:54:37,2018-10-4
222876,22:06:16,2018-10-29
222931,16:07:15,2018-10-20
223354,16:48:58,2018-10-5
223482,20:03:32,2018-10-30
223653,19:35:10,2018-10-10
223734,21:10:18,2018-10-22
223840,02:29:52,2018-10-3
223893,19:01:55,2018-10-15
224044,20:24:04,2018-10-1
224288,16:22:33,2018-10-29
224444,20:49:22,2018-10-31
225174,23:09:19,2018-10-17
225641,21:13:17,2018-10-3
225904,19:28:56,2018-10-29
226209,20:06:56,2018-10-11
226213,20:02:20,2018-10-1
226440,18:52:22,2018-10-3
226610,14:35:29,2018-10-2
226614,23:53:00,2018-10-1
226856,23:03:01,2018-10-25
226876,02:01:03,2018-10-9
227164,18:52:34,2018-10-2
227293,20:48:25,2018-10-23
227296,11:10:59,2018-10-30
227316,23:47:22,2018-10-30
227524,17:29:53,2018-10-22
227633,10:16:56,2018-10-3
227658,17:47:31,2018-10-2
227752,23:02:32,2018-10-4
227754,11:51:29,2018-10-10
227902,17:53:12,2018-10-26
228155,17:23:22,2018-10-25
228462,12:14:03,2018-10-9
228768,18:17:10,2018-10-9
228858,11:01:07,2018-10-18
228926,20:38:56,2018-10-31
229397,16:16:19,2018-10-9
229598,16:54:21,2018-10-24
229621,14:33:40,2018-10-3
229699,22:04:44,2018-10-12
229927,23:01:16,2018-10-16
230194,17:46:20,2018-10-9
230364,13:40:19,2018-10-30
230624,23:56:20,2018-10-4
230940,08:44:10,2018-10-16
231666,23:35:18,2018-10-31
231675,17:25:34,2018-10-9
231729,11:13:12,2018-10-13
231745,19:04:44,2018-10-3
231775,21:19:13,2018-10-16
232031,23:47:34,2018-10-17
232175,17:28:14,2018-10-22
232204,16:34:44,2018-10-12
232350,15:18:43,2018-10-17
232432,11:06:59,2018-10-18
232720,15:40:11,2018-10-17
232833,01:12:00,2018-10-24
232997,18:20:31,2018-10-23
233052,16:32:49,2018-10-6
233126,18:02:01,2018-10-26
233445,23:50:43,2018-10-24
233510,22:08:49,2018-10-26
233695,16:23:41,2018-10-20
234563,19:28:57,2018-10-17
234659,21:07:55,2018-10-16
234978,00:56:58,2018-10-8
235297,18:39:30,2018-10-27
235304,11:05:00,2018-10-16
235612,21:25:18,2018-10-29
235797,16:45:14,2018-10-18
235955,16:56:43,2018-10-30
236192,23:30:29,2018-10-29
236234,23:26:26,2018-10-24
236302,00:22:52,2018-10-1
236609,22:32:08,2018-10-30
236633,11:13:12,2018-10-5
236871,20:37:53,2018-10-2
236969,19:02:01,2018-10-11
237153,11:05:28,2018-10-9
237562,17:29:05,2018-10-29
237653,13:29:27,2018-10-15
238052,21:19:49,2018-10-31
238239,07:34:21,2018-10-8
238298,12:44:59,2018-10-16
238414,23:46:46,2018-10-24
238554,17:39:18,2018-10-22
238679,19:10:37,2018-10-17
238965,20:39:26,2018-10-10
239588,19:22:20,2018-10-29
239776,01:58:05,2018-10-3
239948,21:33:24,2018-10-2
240150,23:11:30,2018-10-17
240168,04:42:05,2018-10-30
240240,00:51:48,2018-10-3
240342,19:29:21,2018-10-29
240599,23:52:40,2018-10-30
240708,15:21:01,2018-10-11
240713,12:52:54,2018-10-30
240767,19:40:15,2018-10-22
240885,20:36:02,2018-10-9
241189,23:27:33,2018-10-20
241244,12:16:08,2018-10-16
241629,17:50:22,2018-10-9
241653,22:52:03,2018-10-10
241660,22:30:34,2018-10-16
241844,10:50:09,2018-10-30
242058,21:21:29,2018-10-3
242248,21:20:23,2018-10-15
242304,00:26:49,2018-10-3
242319,18:36:44,2018-10-17
242433,11:51:14,2018-10-27
242641,23:43:36,2018-10-17
242736,20:42:05,2018-10-9
242924,21:24:05,2018-10-31
243034,18:21:02,2018-10-9
243074,20:50:32,2018-10-9
243228,20:38:49,2018-10-23
243243,01:30:27,2018-10-13
243385,17:27:38,2018-10-1
243450,21:17:24,2018-10-9
243589,12:00:37,2018-10-1
243669,02:51:58,2018-10-1
244082,19:41:58,2018-10-13
244420,21:14:46,2018-10-2
244493,18:24:37,2018-10-31
244521,11:29:18,2018-10-17
244541,01:06:00,2018-10-9
244688,17:14:16,2018-10-29
244920,17:42:39,2018-10-23
245156,22:20:50,2018-10-30
245411,21:13:32,2018-10-20
245647,17:40:04,2018-10-30
245681,12:58:26,2018-10-16
246023,17:23:09,2018-10-17
246088,12:40:09,2018-10-8
246179,00:40:34,2018-10-10
246581,22:42:00,2018-10-15
246718,16:26:06,2018-10-11
246928,15:49:19,2018-10-9
247012,21:24:47,2018-10-23
247118,01:25:26,2018-10-5
247247,20:09:23,2018-10-3
247289,18:05:00,2018-10-15
247662,19:20:41,2018-10-9
247751,14:51:18,2018-10-4
247884,11:01:14,2018-10-16
248036,21:37:08,2018-10-15
248103,21:02:20,2018-10-15
248118,19:14:00,2018-10-31
248168,16:28:20,2018-10-16
248365,18:07:33,2018-10-10
248600,23:12:47,2018-10-19
248780,23:20:20,2018-10-27
248787,11:06:00,2018-10-31
249020,19:04:45,2018-10-29
249283,23:19:43,2018-10-5
249331,12:37:33,2018-10-5
249556,23:02:53,2018-10-19
250112,22:41:07,2018-10-15
250127,12:21:25,2018-10-23
250186,01:42:00,2018-10-30
250288,18:54:21,2018-10-9
250295,21:43:56,2018-10-26
250555,16:18:40,2018-10-30
250848,17:18:11,2018-10-9
250898,21:08:31,2018-10-16
251015,18:59:03,2018-10-24
251307,23:50:06,2018-10-27
252061,00:35:31,2018-10-29
252126,21:53:10,2018-10-1
252185,21:05:56,2018-10-5
252243,17:46:38,2018-10-30
252314,20:50:37,2018-10-24
252356,22:34:05,2018-10-24
252365,17:44:51,2018-10-3
252659,20:30:37,2018-10-29
252749,14:39:32,2018-10-22
252851,18:06:11,2018-10-29
252953,17:34:50,2018-10-31
253220,21:05:58,2018-10-30
253804,00:55:08,2018-10-10
253983,01:06:00,2018-10-30
254044,18:25:26,2018-10-9
254050,12:07:25,2018-10-22
254143,16:46:41,2018-10-8
254196,16:40:55,2018-10-9
254336,01:01:49,2018-10-17
254504,21:08:50,2018-10-15
254727,17:46:37,2018-10-19
254728,17:11:55,2018-10-19
254849,18:29:15,2018-10-20
254910,00:23:51,2018-10-1
255002,11:33:43,2018-10-17
255143,00:36:48,2018-10-15
255418,16:53:48,2018-10-31
255532,00:30:00,2018-10-25
255801,22:58:55,2018-10-29
255960,21:23:56,2018-10-31
256070,19:49:24,2018-10-13
256731,20:52:49,2018-10-31
256778,01:06:00,2018-10-19
256956,11:56:09,2018-10-17
257109,15:57:29,2018-10-20
257157,19:02:23,2018-10-30
257410,17:41:13,2018-10-18
257444,22:05:25,2018-10-23
